Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,...66
Haiti,HTI,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.734691619873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.7439002990723,NA,NA,48.6850204467773,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.691349029541,NA,NA,NA,NA,NA
Hungary,HUN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.8582916259766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.0999984741211,NA,NA,NA,NA,NA,NA,NA
IBRD only,IBD,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.0772514343262,63.1738014221191,63.4428291320801,64.1568984985352,64.8400802612305,65.2868728637695,66.0914611816406,66.8408126831055,67.6464920043945,68.4270706176758,69.1280212402344,69.7754287719727,70.5766830444336,72.8797225952148,73.4633636474609,73.7314834594727,74.5314102172852,75.1490097045898,75.6665267944336,76.1764831542969,76.7155075073242,77.2414321899414,80.1704025268555,81.7397079467773,82.112419128418,82.4933013916016,82.8407287597656,83.2699890136719,83.9349670410156,84.3295669555664,84.3632888793945,84.4233932495117,85.4960098266602,85.8472137451172,86.2550430297852,86.8349304199219,87.1953277587891,87.6995620727539,87.8695602416992,88.3409576416016,88.4513778686523,88.8177490234375,89.0443572998047,89.0665435791016,89.3655319213867,89.6266403198242,NA
IDA & IBRD total,IBT,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.7594985961914,59.8586311340332,60.1298713684082,60.7723007202148,61.3890800476074,61.8098106384277,62.5276985168457,63.2189598083496,63.9483909606934,64.6609191894531,65.3053665161133,65.8992614746094,66.6467590332031,68.6918487548828,69.2513885498047,69.5459976196289,70.2490234375,70.878662109375,71.4188690185547,71.9450531005859,72.4514312744141,72.9733428955078,75.4921569824219,76.9760208129883,77.3769226074219,77.5532379150391,77.9418029785156,78.3900680541992,79.030517578125,79.5342102050781,79.4654083251953,79.735237121582,80.109733581543,80.6834335327148,81.0526428222656,81.5701370239258,81.8302001953125,82.3573608398438,82.5946731567383,83.0706100463867,83.2806396484375,83.8155822753906,84.0964126586914,84.1251373291016,84.4069519042969,84.6537933349609,NA
IDA total,IDA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.315559387207,44.7098197937012,45.065559387207,45.4609794616699,45.8648681640625,46.2331314086914,46.7733917236328,47.5837287902832,48.1485900878906,48.732120513916,49.1364898681641,50.0122413635254,50.8563385009766,51.6706314086914,52.2485198974609,52.895320892334,53.6539115905762,54.9692916870117,55.7277488708496,55.1706008911133,55.9487609863281,56.6560592651367,57.3517799377441,58.5179481506348,58.2118492126465,59.5979881286621,57.2163391113281,59.0065116882324,59.4889106750488,60.0211715698242,60.1429405212402,61.0373191833496,61.8195304870605,62.5942192077637,63.475959777832,64.9292678833008,65.6905136108398,66.0243072509766,66.5263290405273,67.0073699951172,NA
IDA blend,IDB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.4052810668945,47.5061798095703,47.9353218078613,48.2315902709961,48.5201187133789,48.8258590698242,49.1440200805664,49.8141403198242,50.5003700256348,51.0536804199219,51.7557487487793,52.6471900939941,54.2853698730469,55.9980697631836,56.7952308654785,57.5763816833496,58.4482803344727,59.2787895202637,60.2657508850098,60.8960304260254,57.8624992370605,58.7904014587402,59.4720993041992,60.0876007080078,61.3072891235352,60.705638885498,66.5336837768555,59.7727813720703,61.0091514587402,61.9425888061523,62.3970489501953,62.470458984375,63.8763084411621,63.7358283996582,64.5992431640625,65.0277404785156,65.7280578613281,66.5838317871094,66.5693511962891,66.9814529418945,67.3923263549805,NA
Indonesia,IDN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.3126678466797,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.5198516845703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.3847885131836,NA,91.9822692871094,NA,92.1922988891602,92.5817031860352,NA,92.8119125366211,NA,NA,95.1162185668945,95.2179336547852,95.3769683837891,NA,95.658561706543,NA,95.9990081787109,NA
IDA only,IDX,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.9629096984863,42.3478202819824,42.7427597045898,43.2023696899414,43.6633987426758,44.0646209716797,44.55078125,45.4402313232422,46.0256195068359,46.5656814575195,46.7436904907227,47.2618293762207,47.6953582763672,48.5445098876953,49.0425186157227,49.5903282165527,50.3422317504883,51.8423881530762,52.6775207519531,53.3730316162109,54.0827293395996,54.8130187988281,55.5561218261719,56.7101211547852,56.5547790527344,55.7099685668945,55.5255012512207,57.6196899414063,57.8813400268555,58.4644317626953,58.6186408996582,59.2657699584961,60.5303611755371,61.2715606689453,62.3978691101074,64.2529525756836,64.9792785644531,65.4988708496094,66.0565719604492,66.582649230957,NA
Isle of Man,IMN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
India,IND,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.7635917663574,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.2220687866211,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.0145606994629,NA,NA,NA,NA,62.7544708251953,NA,NA,NA,NA,69.3025588989258,NA,NA,NA,NA,NA,NA,74.3729934692383,NA,NA,NA
Not classified,INX,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ireland,IRL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Iran, Islamic Rep.",IRN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.5183982849121,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.3197593688965,NA,NA,NA,NA,65.5314025878906,NA,NA,NA,NA,73.0602493286133,NA,NA,NA,NA,NA,77,NA,NA,82.4412002563477,82.3313217163086,NA,82.9623031616211,NA,NA,NA,83.6259918212891,84.6268005371094,84.7052383422852,NA,85.5442504882813,NA,NA,NA,NA,NA
Iraq,IRQ,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.0522003173828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.1999969482422,72.6999969482422,82.1999969482422,NA,83.3000030517578,85.5999984741211,NA,NA,NA,NA
Iceland,ISL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Israel,ISR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.7514114379883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Italy,ITA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.4605407714844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.416618347168,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.8482818603516,NA,NA,NA,NA,NA,NA,99.15576171875,NA,NA,NA
Jamaica,JAM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.9201202392578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.0999984741211,NA,NA,NA,NA,NA,NA,NA
Jordan,JOR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.7968063354492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.8923187255859,NA,91.1307525634766,NA,92.199577331543,NA,NA,92.5510406494141,95.9044494628906,97.8903198242188,NA,NA,NA,NA,NA,98.2271118164063,NA,NA,NA
Japan,JPN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kazakhstan,KAZ,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.5293807983398,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.5126571655273,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.7324066162109,99.7816314697266,NA,NA,NA,NA,NA,NA,NA,99.7816314697266,NA,NA,NA
Kenya,KEN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.2290802001953,NA,NA,NA,NA,NA,NA,72.1570281982422,NA,NA,NA,NA,NA,NA,78.733039855957,NA,NA,NA,81.5349731445313,NA,NA,NA
Kyrgyz Republic,KGZ,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.7016067504883,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.2434310913086,NA,NA,NA,NA,NA,NA,NA,NA,99.5859985351563,NA,NA,NA
Cambodia,KHM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.3350296020508,NA,NA,NA,NA,NA,73.6099472045898,NA,NA,NA,76.8712921142578,76.1379623413086,NA,NA,NA,NA,78.0550918579102,80.5264892578125,NA,NA,NA,NA,NA,NA
Kiribati,KIR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St. Kitts and Nevis,KNA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Korea, Rep.",KOR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.9659423828125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuwait,KWT,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.5643882751465,NA,NA,NA,NA,67.5176620483398,NA,NA,NA,NA,74.4908676147461,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.3955001831055,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.2744598388672,93.2821197509766,93.664192199707,93.8983001708984,NA,94.4690093994141,NA,95.5131683349609,95.585823059082,NA,95.6854476928711,NA,96.0359497070313,96.0564727783203,NA,96.4575424194336,NA
Latin America & Caribbean (excluding high income),LAC,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.0144729614258,78.015266418457,78.368537902832,78.7851867675781,79.2237167358398,79.6193389892578,79.9890213012695,80.3725891113281,80.7543334960938,81.152587890625,81.5304489135742,81.8976135253906,82.2578201293945,82.5639190673828,83.0700225830078,83.4909896850586,83.8430709838867,84.4363021850586,85.0903015136719,85.7555999755859,86.3481063842773,86.9813079833984,87.3252868652344,87.6218032836914,88.122428894043,88.4356689453125,88.6890869140625,88.7828598022461,88.8950881958008,89.706298828125,89.6801223754883,90.1793823242188,90.1808319091797,90.7081832885742,90.9834289550781,91.3837127685547,91.3902893066406,92.0139999389648,92.2384872436523,92.3103790283203,92.7641906738281,92.9517974853516,93.4255905151367,93.5702819824219,93.7275314331055,94.170280456543,94.3315277099609,NA
Lao PDR,LAO,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.2513313293457,NA,NA,NA,NA,69.583122253418,68.7343902587891,NA,NA,NA,72.702262878418,NA,NA,NA,NA,NA,58.2879409790039,NA,NA,NA,84.6610412597656,NA,NA,NA,NA,NA,NA
Lebanon,LBN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.6124420166016,NA,91.1841888427734,NA,NA,NA,NA,NA,NA,NA,NA,95.0694427490234,NA,NA,NA
Liberia,LBR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.1067695617676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.9410781860352,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.3013610839844,NA,NA,NA,NA
Libya,LBY,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.1643905639648,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.0999984741211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St. Lucia,LCA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Latin America & Caribbean,LCN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.8258285522461,78.821533203125,79.1520767211914,79.5425262451172,79.9649887084961,80.3463973999023,80.6980972290039,81.0715103149414,81.4330978393555,81.8172378540039,82.1798782348633,82.5324172973633,82.8791580200195,83.1614303588867,83.6432418823242,84.0783386230469,84.4156723022461,84.9797668457031,85.5998306274414,86.2331237792969,86.7970428466797,87.3991394042969,87.7286605834961,88.0181198120117,88.4955215454102,88.7900924682617,89.0331497192383,89.1287002563477,89.2387619018555,90.0046691894531,89.9862518310547,90.4638824462891,90.476936340332,91.0505599975586,91.2893676757813,91.6685104370117,91.6458587646484,92.2379608154297,92.4611587524414,92.5070571899414,92.9482116699219,93.1327514648438,93.5949630737305,93.7087478637695,93.8686599731445,94.2945098876953,94.4512329101563,NA
Least developed countries: UN classification,LDC,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.1787986755371,40.5574188232422,40.9541091918945,41.4047813415527,41.85546875,42.2387886047363,42.7157287597656,43.6136207580566,44.2251205444336,44.7700996398926,44.9188003540039,45.4445190429688,45.8772392272949,46.7633895874023,47.4834518432617,48.0152587890625,48.7661514282227,50.3154792785645,51.1860809326172,51.647331237793,52.2954216003418,52.9467887878418,53.793628692627,55.0078086853027,54.7810211181641,53.7854385375977,53.3418312072754,55.5559387207031,56.1546287536621,56.6507987976074,56.7677116394043,57.5063209533691,58.8749885559082,59.6256408691406,60.8761215209961,62.8924102783203,63.6829414367676,64.27587890625,64.8578033447266,65.4157791137695,NA
Low income,LIC,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.9244995117188,46.3632202148438,46.8197898864746,46.9885406494141,47.1315994262695,47.3432006835938,47.7943916320801,47.9839782714844,48.3582916259766,49.1020889282227,49.7646293640137,50.3463287353516,50.6435890197754,51.4402885437012,52.095588684082,52.5735893249512,54.101619720459,53.389720916748,51.5245094299316,52.8640785217285,53.2927513122559,53.7956695556641,54.2521591186523,56.1606216430664,56.6329383850098,57.6202201843262,58.0270500183105,58.580020904541,59.2853889465332,60.1051483154297,60.496711730957,60.9580497741699,61.3689002990723,NA
Liechtenstein,LIE,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sri Lanka,LKA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.7779235839844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.682746887207,NA,NA,NA,NA,90.8088302612305,NA,90.5579528808594,NA,91.1813583374023,NA,NA,NA,NA,NA,92.3869018554688,91.895751953125,91.7098236083984,92.2529602050781,NA,NA
Lower middle income,LMC,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.3841285705566,47.4542083740234,47.9175796508789,48.3977203369141,48.8495216369629,49.3119087219238,49.394718170166,50.2467384338379,50.6775817871094,51.2041015625,51.7376098632813,52.2124290466309,52.9895401000977,53.6139984130859,54.2765808105469,54.8985900878906,55.3627090454102,56.357349395752,57.1219711303711,57.8704414367676,58.5755081176758,59.3260116577148,59.988468170166,63.3361396789551,63.9881782531738,64.1130676269531,64.6119766235352,65.4485397338867,66.3755722045898,67.1263427734375,66.7508087158203,67.5470733642578,67.3390274047852,68.596321105957,69.2816162109375,70.5001831054688,70.7101211547852,71.5862731933594,72.1070709228516,72.8635787963867,73.6382675170898,74.3532867431641,75.0041427612305,75.4316329956055,75.9675674438477,76.4884567260742,NA
Low & middle income,LMY,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.0132293701172,59.1267509460449,59.4182586669922,60.0887413024902,60.7328300476074,61.1763610839844,61.9241790771484,62.6430511474609,63.3983612060547,64.1364517211914,64.8054275512695,65.4190673828125,66.1913833618164,68.2839279174805,68.8569183349609,69.1624984741211,69.8813171386719,70.524543762207,71.076286315918,71.6134414672852,72.1305313110352,72.6634826660156,75.2184295654297,76.7250518798828,77.137451171875,77.3191604614258,77.715202331543,78.1727523803711,78.8244781494141,79.3366394042969,79.2699508666992,79.5449600219727,79.9194717407227,80.5046997070313,80.8770599365234,81.4062271118164,81.6724472045898,82.2067031860352,82.4515228271484,82.9334564208984,83.1472015380859,83.6880187988281,83.9768371582031,84.0070877075195,84.2930908203125,84.5436706542969,NA
Lesotho,LSO,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.2544326782227,NA,NA,NA,NA,NA,NA,NA,NA,75.8002014160156,NA,NA,NA,NA,76.6352005004883,NA,NA,NA,NA,NA,NA,NA
Late-demographic dividend,LTE,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.4350280761719,70.4515914916992,71.2476272583008,72.0245132446289,72.8337173461914,73.6099700927734,74.185791015625,75.1463394165039,75.9018783569336,76.642463684082,77.3037490844727,78.0067291259766,81.6083831787109,82.1532821655273,82.0209579467773,83.1549835205078,83.6450576782227,84.1254730224609,84.5795135498047,85.0500030517578,85.4795227050781,90.3384704589844,90.6796493530273,90.9828567504883,91.1841430664063,91.5864105224609,91.9046173095703,92.2973098754883,92.5467300415039,92.8725662231445,93.0986709594727,94.0868225097656,94.3042526245117,94.584587097168,94.6077499389648,95.1283187866211,95.3002014160156,95.3656997680664,95.5311737060547,95.6782608032227,95.875602722168,96.0110397338867,96.1560592651367,96.3400802612305,96.4721984863281,NA
Lithuania,LTU,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.4412689208984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.645751953125,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.8155975341797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luxembourg,LUX,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
